"1","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Blank","Overvote"
"2","","Kelley","Kelley","Kelley","Kelley","Murkowski","Murkowski","Murkowski","Murkowski","Overvote","Tshibaka","Tshibaka","Tshibaka","Tshibaka","","Chesbro","Chesbro","Chesbro","Chesbro","Murkowski","Murkowski","Murkowski","Murkowski","Overvote","Tshibaka","Tshibaka","Tshibaka","Tshibaka","","Chesbro","Chesbro","Chesbro","Chesbro","Kelley","Kelley","Kelley","Kelley","Overvote","Tshibaka","Tshibaka","Tshibaka","Tshibaka","","Chesbro","Chesbro","Chesbro","Chesbro","Kelley","Kelley","Kelley","Kelley","Murkowski","Murkowski","Murkowski","Murkowski","Overvote","",""
"3","","","Murkowski","Overvote","Tshibaka","","Kelley","Overvote","Tshibaka","","","Kelley","Murkowski","Overvote","","","Murkowski","Overvote","Tshibaka","","Chesbro","Overvote","Tshibaka","","","Chesbro","Murkowski","Overvote","","","Kelley","Overvote","Tshibaka","","Chesbro","Overvote","Tshibaka","","","Chesbro","Kelley","Overvote","","","Kelley","Murkowski","Overvote","","Chesbro","Murkowski","Overvote","","Chesbro","Kelley","Overvote","","",""
"36-026 Bettles","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","1","1","0","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"36-034 Central","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","1","0","0","0","0","0","1","0","3","2","1","0","0","0","1","0","0","0","0","0","0","0","14","1","0","0","0","5","1","2","0","1","0","3","0","0","0","0"
"36-038 Chistochina","2","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","1","1","0","12","3","5","0","0","0","0","0","1","0","0","2","0","0","24","0","2","0","0","4","2","1","0","3","0","1","0","0","1","0"
"36-042 Circle","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","2","0","0","0","1","0","0","0","0","1","1","0","4","0","1","0","0","0","0","0","0","1","0","0","0","0","3","1"
"36-046 Copper Center","3","1","1","0","1","5","3","0","2","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","3","1","0","0","27","16","16","0","2","2","10","0","0","0","4","2","5","0","70","3","7","0","0","48","6","17","0","7","2","6","0","0","5","0"
"36-050 Delta Junction","4","0","1","0","1","5","2","0","0","0","1","2","0","0","3","0","0","0","0","0","0","0","1","0","2","1","2","0","5","6","5","0","1","0","3","0","0","0","6","2","6","0","122","3","3","1","0","55","13","26","1","6","0","8","0","1","3","0"
"36-054 Deltana","8","2","1","0","1","12","12","0","4","0","0","0","0","0","17","0","0","0","3","1","1","0","4","0","12","2","5","0","46","36","16","0","5","3","7","0","6","0","14","5","8","0","430","6","9","1","0","203","40","73","0","17","7","23","0","1","6","2"
"36-058 Dot Lake","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","20","0","0","0","0","7","1","5","0","1","0","1","0","0","0","1"
"36-062 Eagle","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","1","0","0","0","2","0","0","0","0","0","1","0","25","0","0","0","0","6","0","1","0","1","0","0","0","1","0","0"
"36-066 Fort Yukon","13","0","0","0","1","0","1","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","53","2","6","0","2","2","13","0","1","0","1","4","2","0","6","0","1","2","0","2","0","2","0","0","2","1","0","0","7","0"
"36-070 Gakona","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","12","12","0","0","1","1","3","0","2","0","2","1","2","0","24","0","0","1","0","6","0","2","0","3","0","1","0","0","2","0"
"36-074 Galena","4","0","2","0","1","2","3","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","40","16","11","0","2","2","7","0","2","0","1","1","1","0","11","0","0","1","0","1","3","2","0","0","3","3","0","0","9","0"
"36-078 Glennallen","1","1","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","10","7","5","0","0","1","4","0","0","0","4","0","2","0","47","0","4","0","0","26","4","15","0","4","0","2","0","0","3","0"
"36-082 Grayling","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","17","2","3","0","0","1","1","0","2","0","2","3","1","0","5","1","1","0","0","2","1","0","0","0","1","0","0","0","3","0"
"36-086 Holy Cross","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","2","2","0","0","0","5","0","0","0","0","2","0","0","3","0","1","0","0","0","1","0","0","0","0","1","0","0","1","1"
"36-090 Hughes","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","9","0","6","0","0","2","5","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","2","0"
"36-094 Huslia","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","26","0","11","0","3","0","8","0","0","1","0","1","3","0","5","0","3","0","0","2","1","2","0","0","2","1","0","0","4","0"
"36-098 Kaltag","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","1","0","1","0","4","0","0","0","0","0","1","0","6","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0"
"36-102 Kenny Lake","7","1","1","0","1","8","3","0","0","0","1","0","0","0","3","0","0","0","0","0","1","0","1","0","1","0","1","0","8","14","3","0","2","0","1","0","4","0","1","2","2","0","50","0","3","0","0","14","3","8","0","2","2","3","0","0","2","0"
"36-106 Koyukuk","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","4","0","2","0","3","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"36-110 Manley","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","6","3","1","0","0","0","0","0","0","1","0","0","0","0","16","0","0","0","0","5","2","1","0","1","0","1","0","0","1","0"
"36-114 McGrath","3","0","0","0","2","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","2","0","0","0","16","2","1","0","1","0","1","0","2","0","0","1","1","0","22","0","2","0","0","7","0","3","0","4","2","3","0","0","2","1"
"36-118 Mentasta","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","1","2","0","1","0","2","0","1","0","0","1","0","0","3","0","0","0","0","2","1","0","0","0","1","0","0","0","1","0"
"36-122 Minto","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","5","4","0","1","0","1","0","1","0","4","2","2","0","3","0","1","0","0","1","0","3","0","0","1","0","0","0","4","0"
"36-126 Nenana","10","0","2","0","1","4","2","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","3","1","3","0","40","19","16","0","0","0","4","0","3","0","3","5","4","0","65","2","5","1","0","28","12","16","0","4","1","10","0","0","3","0"
"36-130 Nikolai","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","11","1","4","0","2","0","2","0","1","0","0","3","3","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","5","0"
"36-134 Northway","0","0","0","0","2","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","23","5","6","0","2","0","7","0","0","0","1","1","2","0","9","0","0","0","0","1","1","0","0","1","1","1","0","0","10","0"
"36-138 Nulato","2","0","1","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","32","3","5","0","1","1","7","0","0","0","1","2","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1"
"36-142 Ruby","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","1","2","0","0","0","1","0","2","0","1","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36-146 Shageluk","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","2","0","2","0","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"36-162 Tanana","3","0","0","0","1","0","1","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","26","7","7","0","1","1","2","0","0","0","0","1","0","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0","5","0"
"36-166 Tetlin","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","0","1","0","5","0","0","0","1","3","2","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"36-170 Tok","6","0","1","0","2","4","3","0","3","0","1","2","0","0","5","0","0","0","1","2","0","0","0","1","5","1","6","0","56","17","17","0","0","1","9","1","7","0","4","2","5","0","173","2","6","1","0","69","10","16","0","18","3","6","0","0","6","0"
"36-174 Venetie","3","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","20","0","1","0","0","2","0","0","0","0","0","0","0","0","5","1","1","1","0","0","0","0","0","0","0","2","0","0","3","1"
"37-700 Akutan","2","1","0","1","0","0","1","0","1","0","0","1","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","9","1","3","0","1","0","4","0","4","1","3","0","3","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","2","2"
"37-702 Aleknagik","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","18","8","1","0","1","0","1","0","0","0","0","1","2","0","8","0","1","0","0","0","0","0","0","0","1","2","0","0","4","0"
"37-704 Aleutians No. 1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","6","1","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"37-706 Aleutians No. 2","13","0","3","0","2","15","6","0","2","0","1","2","1","0","13","0","2","0","0","3","1","0","2","0","2","2","3","0","107","36","26","0","1","1","9","0","8","0","4","6","14","0","61","0","0","0","0","25","8","12","0","12","2","13","0","0","13","2"
"37-707 Aniak","2","0","2","0","0","3","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","21","3","20","0","3","1","11","0","6","0","1","2","3","0","7","0","0","0","0","1","2","1","0","0","1","1","0","0","0","0"
"37-708 Chignik","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"37-709 Chuathbaluk","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4","0","0","0","4","0","0","0","0","1","0","0","3","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1"
"37-710 Clark's Point","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","1","1","0","0","0","0","0","0","2","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"37-712 Cold Bay","0","0","1","0","0","1","1","0","0","0","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"37-713 Crooked Creek","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37-714 Dillingham","6","0","5","0","1","20","7","0","3","0","0","0","0","0","7","0","2","0","1","2","1","0","1","0","2","1","3","0","159","76","55","1","10","5","26","0","11","0","11","6","22","0","56","1","3","0","0","20","13","16","0","4","3","7","0","1","9","0"
"37-716 Egegik","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"37-718 Ekwok","2","0","0","0","1","1","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","1","4","0","0","0","1","0","1","0","1","0","0","0","9","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0"
"37-719 Goodnews Bay","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","12","0","1","0","8","0","2","0","1","1","5","0","0","0","1","0","0","0","0","2","0","0","1","1","0","0","0","0"
"37-720 King Cove","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","0","0","1","1","0","36","3","4","0","1","1","6","0","5","0","3","2","4","0","15","0","0","0","0","2","4","5","0","1","0","5","0","0","4","0"
"37-722 King Salmon","1","0","0","0","1","3","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","21","11","5","0","0","0","0","0","0","0","5","1","4","0","18","1","1","0","0","6","4","9","0","2","0","3","0","0","3","0"
"37-724 Koliganek","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","5","7","0","0","1","3","0","3","0","1","1","1","0","8","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"37-726 Lake Iliamna No. 1","3","0","3","0","0","0","0","0","1","0","0","0","0","0","4","0","1","0","0","0","1","0","1","0","0","1","0","0","17","4","8","0","2","0","2","0","2","0","0","1","4","0","10","0","3","2","0","4","4","4","0","5","1","10","0","0","2","0"
"37-728 Lake Iliamna No. 2","0","0","1","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","18","3","12","0","1","0","5","0","1","0","0","0","5","0","3","0","0","0","0","0","2","1","0","2","0","1","0","0","0","1"
"37-730 Levelock","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37-731 Lower Kalskag","0","0","0","0","2","0","1","0","1","0","0","1","0","0","0","1","0","0","3","0","1","0","0","0","0","1","1","0","12","3","9","0","0","0","4","0","1","0","0","2","2","0","0","0","1","0","0","0","1","0","0","1","1","1","0","0","1","0"
"37-732 Manokotak","1","0","3","0","0","1","3","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","19","1","14","0","3","0","10","0","3","0","2","7","2","0","3","0","1","0","0","0","1","1","0","0","0","1","0","0","2","0"
"37-734 Naknek","2","1","1","0","0","3","1","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","1","0","1","0","0","0","33","11","7","0","3","3","3","0","2","0","2","1","5","0","23","0","1","0","0","5","1","9","0","4","0","4","0","0","1","0"
"37-736 New Stuyahok","1","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","59","5","27","0","3","1","16","0","5","0","0","9","2","0","0","0","0","2","0","0","1","1","0","0","0","4","0","0","4","3"
"37-738 Nondalton","3","1","0","0","0","3","0","0","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","8","4","7","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","0","2","0","0","0","0","0","2","0","0","1","1"
"37-740 Pedro Bay","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"37-742 Port Heiden","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","8","1","2","0","0","0","2","0","0","0","3","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"37-744 Sand Point","7","0","1","0","0","0","1","0","0","0","0","0","0","0","4","0","1","0","1","2","0","0","1","0","0","1","0","0","19","1","4","0","1","1","2","0","4","0","2","1","6","0","14","1","0","0","0","7","2","3","0","1","0","5","0","0","3","1"
"37-746 Sleetmute","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","5","0","0","0","3","0","0","0","1","2","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"37-748 South Naknek","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0"
"37-752 St. Paul Island","3","0","1","0","0","1","3","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","48","9","7","0","4","1","2","0","2","0","0","0","3","0","4","0","1","0","0","1","1","0","0","0","0","0","0","0","2","0"
"37-754 Togiak","2","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","34","5","21","0","3","0","16","0","1","0","2","3","7","0","5","0","5","0","0","2","3","2","0","1","1","4","0","0","4","2"
"37-756 Tyonek","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","1","0","2","0","2","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37-758 Upper Kalskag","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","18","3","8","0","0","0","5","0","2","0","0","3","0","0","2","0","0","0","0","0","1","1","0","0","0","1","0","0","1","1"
"38-800 Akiachak","8","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","51","1","13","0","1","0","15","0","4","0","0","2","5","0","10","0","1","0","0","0","1","1","0","1","1","3","0","0","8","0"
"38-802 Akiak","1","0","0","0","2","0","0","0","1","0","1","3","2","0","4","0","0","0","0","0","2","0","0","0","0","0","1","0","57","2","8","0","2","0","7","0","4","0","0","4","2","0","9","0","0","0","0","0","2","0","0","0","0","0","0","0","5","0"
"38-806 Atmautluak","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","7","2","6","0","1","1","4","0","8","0","0","2","3","0","0","0","1","0","0","0","3","0","0","0","0","1","0","0","0","1"
"38-808 Bethel No. 1","19","0","4","0","1","7","7","0","3","0","1","1","1","0","5","0","0","0","1","0","0","0","1","0","0","1","2","0","141","42","63","0","10","6","38","0","14","1","8","9","20","0","34","0","1","0","0","13","7","18","0","10","1","11","0","1","4","2"
"38-810 Bethel No. 2","14","0","3","0","2","16","3","0","3","0","0","2","3","0","4","0","0","0","1","1","0","0","1","0","0","1","2","0","168","54","67","0","6","7","34","1","13","2","11","10","14","0","55","1","5","3","0","25","6","12","0","12","3","9","0","0","4","0"
"38-812 Chefornak","4","0","0","0","0","0","2","0","2","0","0","1","0","0","2","0","0","0","1","0","0","0","1","0","1","0","0","0","39","1","6","0","0","4","10","0","6","0","0","3","4","0","4","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0"
"38-813 Chevak","3","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","44","7","29","0","5","0","22","0","6","0","0","4","4","0","7","0","0","0","0","2","0","1","0","0","1","1","0","0","1","1"
"38-818 Eek","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","5","1","26","0","0","0","11","0","11","1","0","3","11","1","2","0","0","0","0","0","0","1","0","1","0","2","0","0","0","0"
"38-822 Kasigluk","2","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","12","3","13","1","3","0","12","0","5","0","0","1","9","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0"
"38-824 Kipnuk","4","0","0","0","2","0","1","0","0","0","0","1","1","0","2","0","0","0","1","0","0","0","1","0","0","1","0","0","44","1","12","0","4","2","17","0","9","2","0","3","6","0","3","0","0","1","0","0","0","0","0","1","0","2","0","0","1","4"
"38-826 Kongiganak","0","0","1","0","2","0","3","0","0","0","0","1","1","0","1","0","1","0","0","0","1","0","4","0","0","0","1","0","0","0","18","0","3","1","20","1","5","0","2","6","10","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","2","0"
"38-828 Kwethluk","4","0","1","0","1","0","7","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","59","3","32","0","2","0","15","0","12","0","0","2","5","0","5","0","0","0","0","0","2","1","0","0","0","1","0","0","0","1"
"38-830 Kwigillingok","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","2","0","0","16","2","6","0","0","1","6","0","2","0","0","1","2","0","5","0","0","0","0","2","1","0","0","1","0","1","0","0","1","0"
"38-836 Mekoryuk","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","18","1","10","0","3","0","8","0","4","1","1","4","0","0","3","0","0","0","0","1","0","1","0","1","2","2","0","0","0","0"
"38-838 Napakiak","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","11","2","17","1","0","1","16","0","7","0","2","4","8","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1","0"
"38-840 Napaskiak","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","1","0","20","3","14","0","4","1","19","0","9","0","1","8","6","1","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0"
"38-842 Newtok","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","8","2","2","0","1","2","2","0","3","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","0"
"38-844 Nightmute","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","13","1","3","0","1","0","7","0","3","0","1","4","2","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0"
"38-846 Nunapitchuk","5","0","1","0","0","3","1","0","0","0","1","1","0","0","6","0","0","0","0","0","1","0","2","0","0","0","0","0","33","5","16","0","4","0","6","0","5","0","0","3","6","0","6","0","0","0","0","1","2","2","0","0","0","0","0","0","2","1"
"38-848 Quinhagak","3","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","2","0","0","0","0","0","46","2","20","0","3","3","12","0","11","0","1","3","4","0","5","0","0","1","0","0","1","2","0","1","1","1","0","0","2","1"
"38-852 Toksook Bay","1","0","1","0","2","0","4","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","6","0","0","0","0","0","35","5","25","0","5","2","18","0","10","1","2","2","8","1","6","0","0","0","0","0","1","3","0","0","3","4","0","0","4","1"
"38-854 Tuluksak","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","2","0","1","0","1","0","0","1","1","0","6","1","9","0","2","0","4","0","12","1","0","2","5","0","0","0","1","0","0","0","2","0","0","1","0","3","0","0","1","0"
"38-856 Tuntutuliak","3","0","0","0","0","0","3","0","1","0","0","0","0","0","1","0","0","0","2","2","1","0","1","0","0","0","0","0","27","2","15","0","7","1","26","0","12","0","1","3","6","0","2","0","2","1","0","1","2","1","0","0","1","4","0","0","3","0"
"38-858 Tununak","1","0","0","0","1","1","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","31","3","10","0","1","1","7","0","3","1","5","1","1","1","2","0","0","0","0","1","1","0","0","0","0","1","0","0","5","0"
"39-900 Alakanuk","1","0","1","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","18","0","4","1","11","0","2","0","1","12","2","0","5","0","0","0","0","0","3","1","0","1","1","1","0","0","0","0"
"39-902 Brevig Mission","0","0","1","0","0","0","1","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","42","3","18","0","6","0","11","0","2","0","2","8","8","0","8","1","1","1","0","0","0","0","0","0","3","1","0","0","1","1"
"39-906 Diomede","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2"
"39-908 Elim","1","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","22","1","8","0","2","0","8","0","3","0","0","5","3","0","5","0","1","0","0","4","4","1","0","2","0","1","0","0","0","0"
"39-910 Emmonak","6","0","0","0","0","1","1","0","3","0","0","0","1","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","59","3","18","0","3","0","5","1","1","0","0","10","4","0","5","0","0","0","0","0","1","0","0","4","2","3","0","0","3","0"
"39-912 Gambell","5","0","1","0","0","2","1","0","3","0","0","2","0","0","3","0","0","0","0","0","0","0","1","0","0","1","2","0","53","2","13","0","6","0","4","0","9","0","1","12","5","0","7","0","0","2","0","1","1","0","0","0","0","2","0","0","1","2"
"39-914 Golovin","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","12","0","5","0","1","0","5","0","2","0","0","6","2","0","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"39-916 Hooper Bay","3","0","0","0","0","0","2","0","1","0","0","0","0","0","3","0","0","0","1","0","0","0","1","0","0","0","0","0","78","3","24","0","2","0","6","0","1","0","0","18","6","0","4","0","0","0","0","0","1","3","0","0","1","2","0","0","1","0"
"39-918 Kotlik","3","0","1","0","0","2","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","25","0","15","0","4","0","5","0","5","0","0","11","2","0","0","0","3","0","0","0","1","0","0","1","3","0","0","0","1","1"
"39-920 Koyuk","3","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","11","0","3","0","4","1","2","0","0","3","2","0","8","0","0","0","0","2","3","1","0","0","2","3","0","0","2","1"
